STT,Mã ICD-10,Tên bệnh (Tiếng Việt),Chương,Khối mã,Không làm bệnh chính,Chỉ Nữ,Chỉ Nam
140,A23.3,Brucellosis due to Bệnh do Brucella canis parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang Brucella canis,I,A00-B99,0,0,0
141,A23.8,Other brucellosis Bệnh do Brucella khác parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang,I,A00-B99,0,0,0
142,A23.9,"Brucellosis, Bệnh do Brucella, không parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang unspecified xác định",I,A00-B99,0,0,0
143,A24,Glanders and Bệnh melioidosis và/hoặc A24 parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang melioidosis melioidosis melioidosis bệnh glanders người và/hoặc bệnh glanders,I,A00-B99,0,0,0
144,A24.0,Glanders Infection due to Bệnh tỵ thư [glanders] - Nhiễm trùng do parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang melioidosis melioidosis Pseudomonas mallei Pseudomonas người ,I,A00-B99,0,0,0
145,A24.1,Acute and Melioidosis: Bệnh Melioidosis [bệnh - Nhiễm parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang melioidosis melioidosis fulminating pneumonia Whitmore] cấp tính Malleomy,I,A00-B99,0,0,0
146,A24.2,Subacute and Bệnh melioidosis [bệnh parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang melioidosis melioidosis chronic melioidosis Whitmore] mạn tính người và/hoặc bệnh và/hoặc b,I,A00-B99,0,0,0
147,A24.3,Other melioidosis Bệnh melioidosis [bệnh parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang melioidosis melioidosis Whitmore] khác người và/hoặc bệnh glanders,I,A00-B99,0,0,0
148,A24.4,"Melioidosis, Infection due to Bệnh melioidosis [bệnh - Nhiễm trùng do: parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang melioidosis melioidosis unspecified Pseudomonas Whitmore",I,A00-B99,0,0,0
149,A25,Rat-bite fevers Sốt do chuột cắn A25 parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang,I,A00-B99,0,0,0
150,A25.0,Spirillosis Sodoku Bệnh do nhiễm spirilla Bệnh Sodoku parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang,I,A00-B99,0,0,0
151,A25.1,Streptobacillosis Epidemic arthritic Bệnh do nhiễm - Dịch hồng ban parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang erythema streptobacilla viêm khớp người Haverhill fever - Số,I,A00-B99,0,0,0
152,A25.9,"Rat-bite fever, Sốt do chuột cắn, không parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang unspecified xác định",I,A00-B99,0,0,0
153,A26,Erysipeloid Bệnh viêm quầng đỏ do A26 parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang quầng đỏ do Erysipelothrix người Erysipelothrix rhusiopathiae rhusiopathiae,I,A00-B99,0,0,0
154,A26.0,Cutaneous Erythema migrans Bệnh viêm quầng đỏ ở da Ban đỏ di chuyển parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang quầng đỏ do erysipeloid do Erysipelothrix người Erysipeloth,I,A00-B99,0,0,0
155,A26.7,Erysipelothrix Nhiễm trùng hệ thống do parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang quầng đỏ do sepsis Erysipelothrix người Erysipelothrix rhusiopathiae,I,A00-B99,0,0,0
156,A26.8,Other forms of Thể khác của viêm quầng parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang quầng đỏ do erysipeloid đỏ do Erysipelothrix người Erysipelothrix rhusiopathiae rhusiopa,I,A00-B99,0,0,0
157,A26.9,"Erysipeloid, Bệnh viêm quầng đỏ do parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang quầng đỏ do unspecified Erysipelothrix người Erysipelothrix rhusiopathiae, không xác rhusiop",I,A00-B99,0,0,0
158,A27,Leptospirosis Bệnh nhiễm leptospira A27 parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang leptospira,I,A00-B99,0,0,0
159,A27.0,Leptospirosis Leptospirosis due to Bệnh vàng da xuất huyết Bệnh do parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang leptospira icterohaemorrhagic Leptospira interrogans do lept,I,A00-B99,0,0,0
160,A27.8,Other forms of Thể khác của nhiễm parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang leptospira leptospirosis leptospira,I,A00-B99,0,0,0
161,A27.9,"Leptospirosis, Bệnh nhiễm leptospira, parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang leptospira unspecified không xác định",I,A00-B99,0,0,0
162,A28,"Other zoonotic Bệnh nhiễm trùng khác do A28 parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang bacterial diseases, trùng khác do bacterial diseases, động vật truyền sang người no",I,A00-B99,0,0,0
163,A28.0,"Pasteurellosis Bệnh tụ huyết trùng do parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang bacterial diseases, trùng khác do Pasteurella người not elsewhere động vật classified tru",I,A00-B99,0,0,0
164,A28.1,"Cat-scratch disease Cat-scratch fever Bệnh mèo cào Sốt do mèo cào parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang bacterial diseases, trùng khác do người not elsewhere động vậ",I,A00-B99,0,0,0
165,A28.2,"Extraintestinal Excl.: Nhiễm Yersinia ngoài ruột - Loại trừ: parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang bacterial diseases, trùng khác do yersiniosis enteritis due to + v",I,A00-B99,0,0,0
166,A28.8,"Other specified Bệnh nhiễm khuẩn do parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang bacterial diseases, trùng khác do zoonotic bacterial động vật truyền sang người not elsewhe",I,A00-B99,0,0,0
167,A28.9,"Zoonotic bacterial Bệnh nhiễm khuẩn do parasitic diseases ký sinh trùng bacterial diseases động vật truyền sang bacterial diseases, trùng khác do disease, unspecified động vật truyền sang người not el",I,A00-B99,0,0,0
168,A30,Leprosy [Hansen Incl.: Bệnh phong [bệnh Hansen] - Bao gồm: A30 parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen] disease] infection due to + nhiễm trùng do Mycobacterium leprae trự,I,A00-B99,0,0,0
169,A30.0,Indeterminate I leprosy Bệnh phong thể bất định Bệnh phong thể I parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen] leprosy,I,A00-B99,0,0,0
170,A30.1,Tuberculoid leprosy TT leprosy Bệnh phong thể củ Bệnh phong thể củ parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen] TT,I,A00-B99,0,0,0
171,A30.2,Borderline BT leprosy Bệnh phong thể củ trung Bệnh phong thể BT parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen] tuberculoid leprosy gian (phong thể củ - trung gian),I,A00-B99,0,0,0
172,A30.3,Borderline leprosy BB leprosy Bệnh phong thể trung gian Bệnh phong thể BB parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen],I,A00-B99,0,0,0
173,A30.4,Borderline BL leprosy Bệnh phong thể u trung Bệnh phong thể BL parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen] lepromatous gian leprosy,I,A00-B99,0,0,0
174,A30.5,Lepromatous LL leprosy Bệnh phong thể u Bệnh phong thể LL parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen] leprosy,I,A00-B99,0,0,0
175,A30.8,Other forms of Bệnh phong thể khác parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen] leprosy,I,A00-B99,0,0,0
176,A30.9,"Leprosy, unspecified Bệnh phong, không xác parasitic diseases ký sinh trùng diseases khác disease] [bệnh Hansen] định",I,A00-B99,0,0,0
177,A31,Infection due to Excl.: Nhiễm trùng do - Loại trừ: A31 parasitic diseases ký sinh trùng diseases khác other mycobacteria other mycobacteria leprosy (A30.-) mycobacteria khác + bệnh phong mycobacteria ,I,A00-B99,0,0,0
178,A31.0,Pulmonary Infection due to Bệnh do nhiễm - Nhiễm trùng do parasitic diseases ký sinh trùng diseases khác other mycobacteria mycobacterial Mycobacterium: mycobacteria ở phổi Mycobacterium: mycobacteria,I,A00-B99,0,0,0
179,A31.1,Cutaneous Buruli ulcer Bệnh do nhiễm - Loét Buruli parasitic diseases ký sinh trùng diseases khác other mycobacteria mycobacterial Infection due to mycobacteria ở da - Nhiễm trùng do mycobacteria khác,I,A00-B99,0,0,0
180,A31.8,Other Bệnh do nhiễm parasitic diseases ký sinh trùng diseases khác other mycobacteria mycobacterial mycobacteria khác mycobacteria khác infections,I,A00-B99,0,0,0
181,A31.9,"Mycobacterial Atypical Bệnh do nhiễm - Nhiễm parasitic diseases ký sinh trùng diseases khác other mycobacteria infection, mycobacterium mycobacteria, không xác mycobacteria mycobacteria khác unspecifi",I,A00-B99,0,0,0
182,A32,Listeriosis Incl.: Bệnh do nhiễm listeria - Bao gồm: A32 parasitic diseases ký sinh trùng diseases khác listeria listerial foodborne + nhiễm listeria do infection thực phẩm Excl.: - Loại trừ: neonatal,I,A00-B99,0,0,0
183,A32.0,Cutaneous Nhiễm listeria ở da parasitic diseases ký sinh trùng diseases khác listeria listeriosis,I,A00-B99,0,0,0
185,A32.7,Listerial sepsis Nhiễm trùng hệ thống do parasitic diseases ký sinh trùng diseases khác listeria listeria,I,A00-B99,0,0,0
186,A32.8,Other forms of Listerial: Thể khác của bệnh nhiễm - Do listeria: parasitic diseases ký sinh trùng diseases khác listeria listeriosis cerebral arteritis† listeria + viêm động mạch (I68.1*) não† (I68.1*,I,A00-B99,0,0,0
187,A32.9,"Listeriosis, Bệnh do nhiễm listeria, parasitic diseases ký sinh trùng diseases khác listeria unspecified không xác định",I,A00-B99,0,0,0
188,A33,Tetanus Bệnh uốn ván sơ sinh parasitic diseases ký sinh trùng diseases khác neonatorum sơ sinh neonatorum,I,A00-B99,0,0,0
189,A34,Obstetrical tetanus Bệnh uốn ván sản khoa A34 parasitic diseases ký sinh trùng diseases khác sản khoa,I,A00-B99,0,0,0
190,A35,Other tetanus Incl.: Bệnh uốn ván khác - Bao gồm: parasitic diseases ký sinh trùng diseases khác khác Tetanus NOS + bệnh uốn ván Excl.: không xác định tetanus: khác neonatorum (A33) - Loại trừ: obstet,I,A00-B99,0,0,0
191,A36,Diphtheria Bệnh bạch hầu A36 parasitic diseases ký sinh trùng diseases khác,I,A00-B99,0,0,0
192,A36.0,Pharyngeal Diphtheritic Bệnh bạch hầu họng - Viêm họng giả parasitic diseases ký sinh trùng diseases khác diphtheria membranous angina mạc do bạch hầu Tonsillar diphtheria - Viêm amydan do bạch hầu,I,A00-B99,0,0,0
193,A36.1,Nasopharyngeal Bệnh bạch hầu thể mũi - parasitic diseases ký sinh trùng diseases khác diphtheria họng,I,A00-B99,0,0,0
194,A36.2,Laryngeal Diphtheritic Bệnh bạch hầu thanh quản Viêm thanh - khí parasitic diseases ký sinh trùng diseases khác diphtheria laryngotracheitis quản do bạch hầu,I,A00-B99,0,0,0
195,A36.3,Cutaneous Excl.: erythrasma Bệnh bạch hầu da Loại trừ: viêm đỏ parasitic diseases ký sinh trùng diseases khác diphtheria (L08.1) nếp kẽ do vi khuẩn,I,A00-B99,0,0,0
196,A36.8,Other diphtheria Diphtheritic: Bệnh bạch hầu khác - Do bạch hầu: parasitic diseases ký sinh trùng diseases khác conjunctivitis† (H13.1*) + viêm kết mạc myocarditis† (I41.0*) mắt† (H13.1*) polyneuritis,I,A00-B99,0,0,0
197,A36.9,"Diphtheria, Bệnh bạch hầu, không xác parasitic diseases ký sinh trùng diseases khác unspecified định",I,A00-B99,0,0,0
198,A37,Whooping cough Bệnh ho gà A37 parasitic diseases ký sinh trùng diseases khác,I,A00-B99,0,0,0
199,A37.0,Whooping cough Bệnh ho gà do Bordetella parasitic diseases ký sinh trùng diseases khác due to Bordetella pertussis pertussis,I,A00-B99,0,0,0
200,A37.1,Whooping cough Bệnh ho gà do Bordetella parasitic diseases ký sinh trùng diseases khác due to Bordetella parapertussis parapertussis,I,A00-B99,0,0,0
201,A37.8,Whooping cough Bệnh ho gà do Bordetella parasitic diseases ký sinh trùng diseases khác due to other khác Bordetella species,I,A00-B99,0,0,0
202,A37.9,"Whooping cough, Bệnh ho gà, không xác định parasitic diseases ký sinh trùng diseases khác unspecified",I,A00-B99,0,0,0
203,A38,Scarlet fever Incl.: Bệnh sốt tinh hồng nhiệt - Bao gồm: bệnh parasitic diseases ký sinh trùng diseases khác hồng nhiệt Scarlatina tinh hồng nhiệt Excl.: - Loại trừ: đau streptococcal sore họng do liê,I,A00-B99,0,0,0
204,A39,Meningococcal Nhiễm trùng do não mô A39 parasitic diseases ký sinh trùng diseases khác infection não mô cầu infection cầu,I,A00-B99,0,0,0
207,A39.2,Acute Nhiễm khuẩn huyết não parasitic diseases ký sinh trùng diseases khác infection não mô cầu meningococcaemia mô cầu cấp tính,I,A00-B99,0,0,0
208,A39.3,Chronic Nhiễm khuẩn huyết não parasitic diseases ký sinh trùng diseases khác infection não mô cầu meningococcaemia mô cầu mạn tính,I,A00-B99,0,0,0
209,A39.4,"Meningococcaemia, Meningococcal Nhiễm khuẩn huyết do - Vãng khuẩn parasitic diseases ký sinh trùng diseases khác infection não mô cầu unspecified bacteraemia NOS não mô cầu, không xác định huyết não m",I,A00-B99,0,0,0
211,A39.8,Other Meningococcal: Nhiễm khuẩn não mô cầu - Do não mô cầu: parasitic diseases ký sinh trùng diseases khác infection não mô cầu meningococcal arthritis† (M01.0*) khác + viêm khớp† infections conjunct,I,A00-B99,0,0,0
212,A39.9,"Meningococcal Meningococcal disease Nhiễm não mô cầu, không Bệnh do não mô parasitic diseases ký sinh trùng diseases khác infection não mô cầu infection, NOS xác định cầu không xác định unspecified kh",I,A00-B99,0,0,0
213,A40,"Streptococcal sepsis Use additional code Nhiễm trùng hệ thống do Nếu muốn, có thể A40 parasitic diseases ký sinh trùng diseases khác sepsis thống do liên (R57.2) if desired, to liên cầu khuẩn sử dụng ",I,A00-B99,0,0,0
214,A40.0,"Sepsis due to Nhiễm trùng hệ thống do parasitic diseases ký sinh trùng diseases khác sepsis thống do liên streptococcus, liên cầu, nhóm A cầu khuẩn group A",I,A00-B99,0,0,0
215,A40.1,"Sepsis due to Nhiễm trùng hệ thống do parasitic diseases ký sinh trùng diseases khác sepsis thống do liên streptococcus, liên cầu, nhóm B cầu khuẩn group B",I,A00-B99,0,0,0
216,A40.2,"Sepsis due to Nhiễm trùng hệ thống do parasitic diseases ký sinh trùng diseases khác sepsis thống do liên streptococcus, liên cầu, nhóm D và/hoặc cầu khuẩn group D and enterococcus enterococcus",I,A00-B99,0,0,0
217,A40.3,Sepsis due to Pneumococcal sepsis Nhiễm trùng hệ thống do Nhiễm trùng hệ parasitic diseases ký sinh trùng diseases khác sepsis thống do liên Streptococcus phế cầu khuẩn gây bệnh thống do phế cầu cầu k,I,A00-B99,0,0,0
218,A40.8,Other Nhiễm trùng hệ thống do parasitic diseases ký sinh trùng diseases khác sepsis thống do liên streptococcal sepsis liên cầu khác cầu khuẩn,I,A00-B99,0,0,0
219,A40.9,"Streptococcal Nhiễm trùng hệ thống do parasitic diseases ký sinh trùng diseases khác sepsis thống do liên sepsis, unspecified liên cầu, không xác định cầu khuẩn",I,A00-B99,0,0,0
220,A41,"Other sepsis Use additional code Nhiễm trùng hệ thống khác Nếu muốn, có thể A41 parasitic diseases ký sinh trùng diseases khác thống khác (R57.2) if desired, to sử dụng mã bổ identify septic shock. su",I,A00-B99,0,0,0
221,A41.0,Sepsis due to Nhiễm trùng hệ thống do parasitic diseases ký sinh trùng diseases khác thống khác Staphylococcus tụ cầu vàng aureus [Staphylococcus aureus],I,A00-B99,0,0,0
